title,content,rating,username,genres
Today it's still one of the best horror films,"Antarctica, winter 1982. The team on an American research base get surprised by a couple of mad Norwegians who is chasing a dog with a helicopter, trying to kill it. All the Norwegians are killed and the Americans are left with nothing, but a dog, a couple of bodies and questions. That's the beginning of the greatest horror/thriller film I've ever seen.From the very beginning all to the end you feel the tense, paranoid mood. Helpless and alone out in no-mans land. Ennio Morricone was nominated for a Razzie Award for his score. Why I don't know 'cause as far as I can see his score is simple, creepy and very good. It really gets you in the right mood.The acting is great! The best performance is probably given by the dog who's just amazing. As for Russell and the others on two legs I can say nothing less.You may think 1982 and special effects are not the most impressive? Well, think again! You haven't seen it all until you've seen this. Bodyparts falling off and creatures changing forms... Rob Bottin has done a great job witch today stands as a milestone is special effects makeup.The movie didn't get a big response when it first hit the big screen due to other alien films at the time and so it's not very well known. In fact you can almost consider it an unknown movie. Nobody I've asked have heard of it. However the movie has managed to survive for over twenty years as a cult film on video and DVD. Twenty years is a long time and except for the haircut the movie is still pretty much up to date. This movie is to be considered a classic.The movie is without doubt one of my, if not my favorite. I've seen it several times, but it's just as good as the first time I saw it. As a Norwegian the only thing I don't like about this movie is that MacReady keeps calling the Norwegians swedes!",9.0,Anonymous,"Horror, Mystery, Sci-Fi"
Who Goes There?...,"You're stationed at an isolated outpost in Antarctica when a helicopter arrives intent on shooting a dog it had been pursuing across the tundra. Things get out of hand and the occupants of the chopper have their ability to pursue curtailed, more permanently than they'd like. Not too long after this carnage it becomes apparent that the pursuing shooters had a pretty good reason for wanting to remove the dog from the land of the living as the dog turns out to have the same aspirations as its pursuers, albeit in various guises, transformations, metamorphoses and reconfigurations.While this was made in 1981 it remains to this day one of the greatest and most engaging pieces of horror movie making that has ever been created.",8.0,Anonymous,"Horror, Mystery, Sci-Fi"
One of the Most Re-Watchable Movies Ever Made,"Classic and timeless that is now almost 40 years old. Great cast and character interaction, and covers the whole gambit of genre's (sci-fi, action, horror, thriller, mystery). There are even a few comedy moments, and with it taking place in Antarctica, it could even be classified as an adventure. It is one of the most re-watchable movies ever made.",10.0,Anonymous,"Horror, Mystery, Sci-Fi"
"""The Thing"" is John Carpenter's masterpiece and one of the best classic horror films!","A classic film. John Carpenter's ""The Thing"" is one of the most entertaining horror films ever made - fast, clever and purely exciting from start to finish. It is one of my personal favorite horror movies. This is how all movies of the genre should be made. Set on an isolated base in Antarctica, this version seems almost to pick up where the original version (The Thing From Another World) left off. The American scientists discover a decimated Norwegian base some miles distant. Everyone is dead, and only the half charred remains of some unidentifiable thing left to smolder outside the compound might offer any answers to what may have happened. The Thing is brought back to the American base and, too late, the scientists realize that it is alive and lethal. The Thing thaws out and is off, not only killing anyone and anything that crosses Its path, but also absorbing them, making Itself into whoever and whatever it wants. The film then turns into a brilliant paranoia piece. Everyone is suspect, anyone can be The Thing, and no one trusts anyone anymore. Gone is the strength and security found when human beings band together in spite of their differences to battle a monster. The group splinters and fear rules supreme. Who is the Thing?Seriously I Love this movie I love it To Death. I love Escape From New York and I love Escape From L.A. but I also love The Thing so much better this is definitely the best Carpenter film a truly masterpiece classic I love R.J. MacReady - Kurt Russell I love everything about this film that is. Science Fiction, Horror and an Action Epic Film. A lot of the practical effects were left out but the it looked nice and the acting was good and it expanded upon the monsters background and showing you the inside of the ship. It must of been tough to bring across on screen the visual design.In my opinion, nobody has topped this film in the 25-odd years since its release. I'll put any of ""The Thing's"" old-school effects up against any CGI-driven movie, or this cast against almost any other ensemble. If you haven't seen the film yet, I envy you because I WISH I could see ""The Thing"" again for the first time. WOW! Does more need to be said? How about this...there is no parallel. Who's your friend? Who's the Thing? Who do you trust? Who can you afford to trust? If you've never seen this movie...your in for a treat. The only other movie that had such an impact on me was The Matrix (the first movie)...where I left the theater touching the walls wondering if they were really real. This movie will leaving you wondering....is the guy/gal next to you really real?""Trust is a tough thing to come by these days.""John Carpenter's The Thing is a seminal piece of horror that is not only a fine specimen of its era, but it also serves as a shining example of horror done absolutely right in any era. Combining gross-out special effects reminiscent of Hellraiser, the nail-bitingly intense, claustrophobic filmmaking of Alien, offering a story that is very well-paced, such as George A. Romero's Dawn of the Dead, and presenting the idea that true terror can be found at any time, in any place, and inside anyone, much like Alfred Hitchcock's Psycho, The Thing works on every level, and represents the peak of each and every aspect that may be utilized to make horror films effective. Granted, this amalgamation of styles is not the only formula for winning horror.The basic plot about this movie is Horror-moister John Carpenter (Halloween, Escape from New York) teams Kurt Russell's outstanding performance with incredible visuals to build this chilling version of the classic The Thing. In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Once unfrozen, the form-changing alien wreaks havoc, creates terror and becomes one of them.It is one of the best favorite horror films of the 80's ever. I love this film to death. The Thing is the best classic horror film from master and genius John Carpenter! 'The Thing' is classic Carpenter and one of the few remakes that is better than the original. Kurt Russell's characters: Snake Plissken, R.J. MacReady and Jack Burton are Kurt's best favorite characters he ever played. I also love the music score from Ennio Morricone! Awesome!!! 10/10 Grade: Bad Ass Seal Of Approval",10.0,Anonymous,"Horror, Mystery, Sci-Fi"
Good things come to those who wait,"* * * * ½ (4½ out of 5)The ThingDirected by: John Carpenter, 1982Looking back on John Carpenter's The Thing  today a highly treasured cult favourite  one has to wonder why it was dismissed by both the audience and critics when it first came out in 1982.Steven Spielberg's extra terrestrial adventure about a sweet alien that phoned home (that stole the hearts of both children and adults world wide) had opened just two weeks before and was on its historic box office rampage. Bad scheduling may have had a greater impact than anything else on the fate of Carpenter's first big studio effort for Universal Pictures. Nobody was prepared  moreover wanted anything so dark, gory and scary as this genuine remake of the famous 1951 original. This was the time of E.T.: The Extra-Terrestrial.It then makes for great movie history trivia, that The Thing has gained such a remarkable afterlife on video, DVD and television. Both financially and critically. Carpenter's version is less a remake of the Howard Hawks' version than a more faithful adaptation of John W. Campbell's short story ""Who Goes There?' (on which both were based), and critics today point out how well Carpenter plays his characters against each other. Kurt Russell will never top this one, and he gets a brilliant sparring from the entire cast.It opens in Antarctica with a sled husky running from a pair of crazed and armed Norwegian men in a helicopter. The scene is long, slow and uneasy. It feels like the Apocalypse. It oozes doomsday.This scene comprises one of the greatest opening sequences in film history.Ennio Morricone's moody synth score (heavy on naked thumping bass lines in classic Carpenter style), the windswept massive white of the desolate polar ice and the majestic husky running across the tundra chased by the chopper, compromises a completely mesmerizing piece of scenery.A satisfying example of a movie that today  18 years after  looks downright muscular in its simplicity.The budget was big ($14 mill), yet it allowed Carpenter to visualize his ideas better than ever before. There's a brooding darkness to this film, making the whites and blues of the icy Antarctic claustrophobia seem poetic and almost angelic. Dean Cundey's extraordinary photography created a palpable chill to every shot. The careful preparation (the crew went into a record 11-month pre-production) paid off immensely.Horror specialist Rob Bottin was handpicked for the many gory and grotesque special effects. Be warned  there's a lot of splatter and gore here. The Thing is actually notorious for its creature morphing scenes. Some find them disgusting, some mere cult.An argument could be made against The Thing being an Alien rip-off; it has its origins in an old sci-fi story and it creates tension by popping a crowd of people (note: all-male) on an isolated outpost (an Antarctic research facility) terrorized by an alien life form.Where Carpenter was clearly inspired by Ridley Scott's 1979 masterpiece, his own alien movie is original and intriguing in its own right. There's a rhythm and an environment that equals Scott's in every way.The husky was in fact half-wolf and half-dog, and it was noted that it never barked or growled on or off the set (Horror Takes Shape, the making of - DVD version).Watch in awe at the scene where it walks through the hallway and stares at a human shadow, slightly tilting its head forward in stalking position like a wild wolf. This is a fine piece of animal training, sure, but that's not the point. This is as spooky as anything ever made in a horror movie.Carpenter had all the right tools here, and he utilized them to perfection, making The Thing his best movie alongside Halloween.",,Anonymous,"Horror, Mystery, Sci-Fi"
Finally getting recognition.,"I am ashamed to say it, but I have to admit, the first time I saw this film was only about a year ago.  After seeing it, I immediately rushed out and bought the DVD collectors' edition and have watched it many times since.The film is terrific on many levels.  It works as your straight monster or action type film, as a horror/sci-fi and also as a very intriguing look into the human psyche.  The incredible sense of paranoia, mistrust and fear, lent not only by Carpenter's direction (which is stunning) but also by the incredible acting of the cast in general.  Kurt Russell (obviously) is spectacularly understated in the lead role of MacReady, and, as a direct result he ""feels"" like a real person, rather than a hollywood ""all american hero"".  The other cast members all carry off their roles with style, and the net result is an intensely believable atmosphere, and a truly fantastic film.",10.0,Anonymous,"Horror, Mystery, Sci-Fi"
Good Movie,"A very good thriller; gory but effective. The atmosphere of creepy revulsion and panic is conveyed very well.To me, the best line in the movie is delivered by Donald Moffat (as Garry), at the conclusion of the ""blood test"": ""I know you gentlemen have been through a lot, but when you find the time, I'd rather not spend the rest of this winter TIED TO THIS F***ING COUCH"" A line delivered beautifully by the beleaguered and terrified character.Kurt Russell is good, however the ""rebel without a clue"" bit may be a little overdone (ditch the yosemite sam hat already...) Well-acted and terrifying, an effective movie.",7.0,Anonymous,"Horror, Mystery, Sci-Fi"
Intelligent Splatter,"This is another one of those films that I remember staying up late to watch on TV, scaring the crap out of myself at the impressionable age of 12 or so and dooming myself thereafter to a life of horror movie obsession. This is a GREAT movie, and stands as living proof that there were indeed realistic effects before CGI.Set on an isolated base in Antarctica, this version seems almost to pick up where the original version (The Thing From Another World) left off. The American scientists discover a decimated Norwegian base some miles distant. Everyone is dead, and only the half charred remains of some unidentifiable thing left to smolder outside the compound might offer any answers to what may have happened. The Thing is brought back to the American base and, too late, the scientists realize that it is alive and lethal. The Thing thaws out and is off, not only killing anyone and anything that crosses Its path, but also absorbing them, making Itself into whoever and whatever it wants. The film then turns into a brilliant paranoia piece. Everyone is suspect, anyone can be The Thing, and no one trusts anyone anymore. Gone is the strength and security found when human beings band together in spite of their differences to battle a monster. The group splinters and fear rules supreme. Who is the Thing?The gore effects here are absolutely amazing and messily realistic. I could have done without the dogs head splitting open like a banana peel, but that's just the animal lover in me being picky: kill all the humans you want, but leave the kitties and puppies alone. Sanity and reason disintegrate rapidly as, one by one, the humans are taken over by the shapeshifting alien. The power of this film lies in its paranoia, and although I liked the original version, I prefer this one; the real threat lies within, and is scarier for the fact that it cannot be seen or easily detected. When it is forced out of hiding, it's wrath is huge and the results are horrific.This is one of Carpenters best films, right up there with The Fog and Halloween. All of the actors give strong, realistic performances and the special effects are so powerful that they stand as their own main character. This film has something for any lover of the horror genre. Don't miss it.",10.0,Anonymous,"Horror, Mystery, Sci-Fi"
"Some things work, some things don't","The Thing is a monster movie with a twist. The monster could be the guy standing next to you. Or maybe the monster could even be you. The story unfolds at an American research outpost in Antarctica. Some crazy Norwegians show up, shooting at a dog. Before the Americans can ascertain what is going on the Norwegians are dead. Soon everyone will realize this dog is no dog at all. It's, for lack of a better term, a thing. This thing can take the appearance of other creatures it absorbs. It can become a perfect imitation of any living creature. So now how much do you trust that guy standing next to you? Paranoia overwhelms the group very quickly. This thing is, quite literally it appears, eating the group alive.Kurt Russell plays MacReady, the helicopter pilot who becomes the leader of the group as they try to stop the thing before it destroys them all. If they don't stop this thing in its tracks and it manages to make its way to civilized areas it will be the end of humankind. So some pressure on our little group then. MacReady is a take-charge kind of guy. But who's to say he's not a thing now? Certainly other members of the group have their doubts. Trust is a commodity in very short supply. Where the film fails a bit is in failing to really establish any characters beyond MacReady. A couple of them stand out because they're portrayed by actors we recognize, Wilford Brimley for example. But it's a largely faceless bunch, not a whole lot of personality in the group. And for a bunch of supposed scientists they're not the smartest group either.The movie has some decent twists and turns, leaving you guessing along with the characters as they try to determine who's still human. It's an intriguing story but it certainly would have grabbed you more if you really identified with all of the characters. As it is there are too many guys whom you really wouldn't care about should the thing make a meal of them. Characters, and the story as a whole really, too often take a backseat to the gore which director John Carpenter piles on liberally. If you're looking for a gross-out movie you'll find few better. The creature effects are very well done but maybe a little too repulsive for some people's tastes. A little more story, a little less blood and guts, probably would have served the film well. It is a very compelling story. You just wish the filmmakers trusted that story enough to allow it to carry the film. The paranoia, the mistrust, there's so much great tension there potentially. But tension loses out in the quest for gory, scary moments. In a movie such as this you want to have some good frights. But you want the scares to enhance the story, not overwhelm it. The balance in this movie is just a little bit off. It's an interesting movie but there is definitely the sense more could have been done with such a fascinating concept.",6.0,Anonymous,"Horror, Mystery, Sci-Fi"
Flips the scenario round from the original to great effect.,"John Carpenter shows how much he loves the 1951 original by giving it the utmost respect that he possibly could, the only difference here is that Carpenter chooses to stick to the paranoiac core of John W Campbell Jr's short story.The secret to this version's success is the unbearable tension that builds up as the group of men become suspicious of each other, the strain of literally waiting to be taken over takes a fearful hold. Carpenter then manages to deliver the shocks as well as the mystery that's needed to keep the film heading in the right direction.Be it an horrific scene or a ""what is in the shadow"" sequence, the film is the perfect fusion of horror and sci-fi. The dialogue is laced with potency and viability for a group of men trying to keep it together under such duress, while Ennio Morricone's score is a wonderful eerie pulse beat that further racks up the sense of doom and paranoia seaming throughout the film.The cast are superb, a solid assembly line of actors led by Carpenter favourite Kurt Russell, whilst the effects used around the characters get the right amount of impact needed. But most of all it's the ending that is the crowning glory, an ending that doesn't pander to the norm and is incredibly fitting for what has gone on before it. Lets wait and see what happens indeed. 10/10",10.0,Anonymous,"Horror, Mystery, Sci-Fi"
